ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi	TWN_CHI	Indonesian	PER	HEB
MMI-1088	고속도로 주행 보조(HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)		Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)						Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)												N/A	Highway Driving Assist (HDA)	Highway Driving Assist (HDA)
MMI-1089	서라운드 뷰 모니터(SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)		Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)						Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)	Surround View Monitor (SVM)												N/A	Surround View Monitor (SVM)	Surround View Monitor (SVM)
MMI-1090	후방 교차 충돌방지 보조(RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)		Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)						Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)												N/A	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)	Rear Cross-Traffic Collision-Avoidance Assist (RCCA)
MMI-1091	후방 주차 충돌방지 보조(PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)		Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)						Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)												N/A	Parking Collision-Avoidance Assist (PCA)	Parking Collision-Avoidance Assist (PCA)
MMI-1092	주차 거리 경고(PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)		Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)						Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)												N/A	Parking Distance Warning (PDW)	Parking Distance Warning (PDW)
MMI-1093	원격 스마트 주차 보조(RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)		Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)						Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)												N/A	Remote Smart Parking Assist (RSPA)	Remote Smart Parking Assist (RSPA)
MMI-1094	SXM	SXM	SXM	SXM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A						N/A	N/A	N/A	N/A												N_/_A	N/A	N/A
MMI-1095	연결된 기기	Connected Devices	Dispositivos conectados	Appareils connectés	Dispositivos conectados	已连接的设备	接続機器	Connected devices	Connected devices	Verbundene Geräte	Appareils connectés	Dispositivi connessi	Dispositivos conectados	Dispositivos ligados		Verbonden apparaten	Tilsluttede enheder	Anslutna enheter	Tilkoblede enheter	Połączone urządzenia	Připojená zařízení	Pripojené zariadenia	Подключенные устройства						Yhdistetyt laitteet	Csatlakoztatott eszközök	Bağlı cihazlar	الأجهزة المتصلة												Perangkat Terhubung	دستگاه‌های متصل	התקנים מחוברים
MMI-1096	SPORT 모드 디스플레이	SPORT Mode Display	Pantalla de modo SPORT	Affichage du mode SPORT	Tela do modo SPORT	SPORT模式显示	スポーツモードディスプレイ	SPORT mode display	SPORT mode display	SPORT-Modus Anzeige	Mode d'affichage SPORT	Visualizz. modalità SPORT	Vista del modo DEPORTIVO	Ecrã do modo SPORT		SPORT-modus weergave	Visning SPORT-modus	Visning SPORT-läge	Visning av SPORT-modus	  Wyświetlanie trybu SPORT	Indikace v režimu SPORT	Zobrazenie režimu SPORT	Показ режима СПОРТ						SPORT-tilan näyttö	SPORT üzemmód kijelzése	SPOR modu ekranı	عرض الوضع الرياضي												Tampilan SPORT	نمایشگر حالت SPORT	(To be translated)
MMI-1097	원격 파워 도어 동시 열림	Remote Power Doors & Liftgate	Puertas y portón asistidos remotos	Portes et hayon électrique à distance	Portas elétricas e porta-malas remotos	遥控开启电动门及尾门	遠隔パワードア同時オープン	Remote power doors & tailgate	Remote power doors & tailgate	Remote Servo-Türen & Kofferraum	Commande à distance portes & hayon	Porte elettriche e portellone remoti	Control remoto de puertas y maletero	Controlo remoto das portas assistidas e da porta da bagageira		Remote servo-deuren & achterklep	Remote servodøre & bagklap	Fjärröppning av servodörrar och baklucka	Fjernstyring av dører og bakluke med servo	Zdalne wspomaganie otwierania drzwi i bagażnika	Dálkové otevírání el. dveří a kufru	Dvere s diaľkovým ovládaním a zadná kapota	Дист. управление дверью/багажником						Etäavattavat ovet ja takaluukku	Önműködő ajtók/csomagtartó távműködtetés	Hidrolik kapı & bagaj kapağı uzaktan kumandası	الأبواب الآلية التي يتم التحكم بها عند بُعد												Semua Power Door Terbuka	(To be translated)	כל דלתות הכוח פתוחות
MMI-1098	파워 테일게이트 자동 닫힘	Liftgate Auto Close	Cerrado automático compuerta trasera	Hayon à fermeture automatique	Fechamento automático porta-malas traseiro	尾门自动关闭	パワーテールゲートを自動で閉じる	Tailgate auto close	Tailgate auto close	Heckklappe autom. schließen	Fermeture auto. hayon électrique	Chiusura automatica del bagagliaio	Autocierre de puerta trasera	Fechar automaticamente a tampa da mala		Achterklep automatisch sluiten	Autom. lukning af bagklap	Automatisk öppning av bakluckan	Automatisk lukking av bakluke	Automatyczne zamykanie klapy bagażnika	Autom. zavírání 5. dveří	Automatické zatváranie zadnej kapoty	Автом. закрытие багажника						Takaluukun automaattinen sulkeminen	Csomagtérajtó autom. zárása	Bagaj kapağını otom. kapama	الإغلاق التلقائي لباب الصندوق												Tutup Tailgate Otomatis	بسته شدن درب صندوق عقب با دور شدن از خودرو	סגירת דלת תא המטען מרחוק
MMI-1099	기기 연결 설정	Device Connections Settings	Ajustes de conexión de dispositivos	Réglages de connexion des appareils	Configurações de conexão do dispositivo	设备连接设置	機器接統設定	Device connection settings	Device connection settings	Geräteverbindungseinstellungen	Paramètres de connexion du téléphone	Impostazioni connessione dispositivo	Ajustes conexión de teléfono	Definições de ligação do dispositivo		Verbindingsinstellingen mobiel	Indstillinger for enhedstilslutning	Telefonanslutning inställningar	Innstillinger for enhetstilkobling	Ustawienia połączenia urządzenia	Připojení telefonu	Nastavenia pripojenia zariadenia	Настройки подключения телефона						Puhelimen yhteysasetukset	Eszköz-csatlakoztatási beállítások	Telefon bağlantı ayarları	إعدادات اتصال الجهاز												Setelan Koneksi Perangkat	تنظیمات اتصال دستگاه	הגדרות חיבור התקן
MMI-1100	블루링크	Bluelink	Bluelink	Bluelink	Bluelink	Bluelink	Bluelink	Bluelink	Bluelink	Bluelink	Bluelink	Bluelink	Bluelink	Bluelink		Bluelink	Bluelink	Bluelink	Bluelink	Bluelink	Bluelink	Bluelink	Bluelink						Bluelink	Bluelink	Bluelink	Bluelink												N/A	Bluelink	Bluelink
MMI-1101	블루링크 설정	Bluelink Settings	Ajustes de Bluelink	Réglages Bluelink	Configurações Bluelink	Bluelink 设置	Bluelink設定	Bluelink settings	Bluelink settings	Bluelink Einstellungen	Paramètres Bluelink	Impostazioni Bluelink	Ajustes Bluelink	Definições Bluelink		Bluelink-instellingen	Bluelink-indstillinger	Bluelink inställningar	Bluelink-innstillinger	Ustawienia Bluelink	Nastavení Bluelink	Nastavenia Bluelink	Настройки Bluelink						Bluelink-asetukset	Bluelink beállítások	Bluelink ayarları	N_/_A												Setelan Bluelink	N_/_A	N_/_A
MMI-1102	서비스 가입	Activate Bluelink	Activar Bluelink	Activer Bluelink	Ativar Bluelink	激活 Bluelink	サービス加入	Activate Bluelink	Activate Bluelink	Bluelink aktivieren	Activer Bluelink	Attiva Bluelink	Activar Bluelink	Ativar Bluelink		Bluelink activeren	Aktiver Bluelink	Aktivera Bluelink	Aktiver Bluelink	Aktywuj Bluelink	Aktivovat Bluelink	Aktivovať Bluelink	Включить Bluelink						Aktivoi Bluelink	Bluelink aktiválása	Bluelink'i etkinleştir	N_/_A												Aktifkan Bluelink	N_/_A	N_/_A
MMI-1103	블루링크 계정 연동	Link Bluelink Account	Asociar cuenta de Bluelink	Associer compte Bluelink	Vincular conta Bluelink	连接 Bluelink 帐户	Bluelinkアカウント連携	Connect Bluelink account	Connect Bluelink account	N_/_A	Associer compte Bluelink	N_/_A	N_/_A	N_/_A		N_/_A	N_/_A	N_/_A	N_/_A	N_/_A	N_/_A	N_/_A	N_/_A						N_/_A	N_/_A	N_/_A	اتصال حساب Bluelink												Tautkan Akun Bluelink	N_/_A	N_/_A
MMI-1104	시간대	Time Zone	Zona horaria	Fuseau horaire	Fuso horário	时区	時間帯	Time Zone	Time Zone	Zeitzone	Fuseau horaire	Fuso orario	Zona horaria	Fuso horário		Tijdzone	Tidszone	Tidszon	Tidssone	Strefa czasowa	Časové pásmo	Časové pásmo	Часовой пояс						Aikavyöhyke	Időzóna	Saat dilimi	المنطقة الزمنية												Zona Waktu	منطقه زمانی	אזור זמן
MMI-1105	실내 무드 조명 밝기	Ambient Light Brightness	Brillo de luz ambiental	Luminosité de la lumière ambiante	Brilho da luz ambiente	氛围灯亮度	車内ムード照明の明るさ	Ambient light brightness	Ambient light brightness	Helligkeit Ambientebeleuchtung	Luminosité de la lumière ambiante	Luminosità luce ambiente	Brillo de luz ambiente	Luminosidade da Luz Ambiente		Helderheid omgevingslicht	Mood light lysstyrke	Kupébelysningsstyrka	Lysstyrke Ambient	Jasność oświetlenia otoczenia	Jas okolního osvětlení	Jas priestorového osvetlenia	Яркость освещения						Ambient-valaistuksen kirkkaus	Környezeti fény fényereje	Ortam Aydınlatması Parlaklığı	سطوع الضوء المحيط												Kecerahan Lampu Ambien	(To be translated)	(To be translated)
MMI-1106	냉각수 온도	Engine Temp.	Temp. del motor	Temp. moteur	Temp. motor	发动机温度	エンジン温度	Engine Temp.	Engine temp.	Motortemp.	Temp. moteur	Temp. motore	Temp. motor	Temp. motor		Motortemp.	motortemp.	Motortemp.	Motortemp.	Temp. silnika	Teplota motoru	Tepl. motora	Темп. двигателя						Moottorin lämpöt.	Motorhőm.	Motor sıcaklığı	درجة حرارة المحرك												Suhu Mesin	دمای موتور	טמפ' מנוע
MMI-1107	후석 뷰	Passenger View	Vista de pasajero	Vue des passagers	Vista dos passageiros	乘客视图	後部座席ビュー	Passenger view	Passenger view	Passagieransicht	Vue passager	Vista passeggeri	Vista de los pasajeros	Vista de passageiros		Achterbankweergave	Passagervisning	Passagerarvy	Passasjervisning	Widok pasażera	Pohled na cestující	Pohľad na spolujazdca	Наблюдение за пассажирами						Matkustajanäkymä	Utasfigyelő	Yolcu görünümü	رؤية الركاب												N_/_A	نمای سرنشین	תצפית נוסע
MMI-1108	지금 대화하기	Talk Now	Hable ahora	Parlez maintenant	Falar agora	立即交谈	今すぐ会話する	Talk now	Talk now	Jetzt sprechen	Parlez maintenant	Parla ora	Hablar ahora	Falar agora		Nu praten	Tal nu	Prata nu	Snakk nå	Mów teraz	Hovořit	Hovorte	Говорите сейчас						Puhu nyt	Most beszéljen	Şimdi konuş	تفضل بالكلام												Bicara Sekarang	صحبت کنید	דבר עכשיו
MMI-1109	USB로 등록 위치/최근 목적지 내보내기	Export Address Book/Previous Destinations to USB	Exportar libreta de direcciones/destinos previos del USB	Exporter le carnet d'adresses/les destinations précédentes sur la clé USB	Exportar catálogo de endereços/destinos anteriores para o USB	将标注点导出至 USB	USBからメモリ地点、最近の目的地をエクスポート	Export address book to USB	Export address book/previous destinations to USB	Adressbuch auf USB exportieren	Exporter vers l'USB : répertoire/destinations	Esporta rubrica su USB	Exportar agenda al USB	Exportar livro de endereços para USB		Adresboek exporteren via USB	Eksporter adressebog til USB	Exportera adressbok till USB	Eksporter adressebok til USB	Eksportuj książkę adresową na USB	Exportovat adresář do zařízení USB	Exportovať adresár do USB	Экспорт адресной книги на USB						Vie osoitekirja USB:hen	Címlista exportálása USB-re	Adres defterini USB'ye aktar	تصدير دفتر العناوين/ الوجهات السابقة إلى جهاز الـUSB												N/A	<N/A>	יצוא פנקס הכתובות ל- USB
