ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi	Chinese (Traditional, Taiwan)	Indonesian	Persian	Hebrew
MMI-0808	카카오 i 검색 기록	Kakao i History	Historial de Kakao i	Histoire de Kakao i	Histórico Kakao i	Kakao i History	カカオiの検索履歴	Kakao I history	Kakao I history	Kakao I Verlauf	Historique Kakao I	Cronologia Kakao I	Kakao I Historia	Histórico do Kakao I	Kakao i History	Kakao I Geschiedenis	Kakao I historik	Kakao I historik	Kakao I historikk	Kakao I historia	Historie vyhledávání v Kakao I	História vyhľadávania v Kakao I	Kakao I история	Kakao i History	Kakao i History	Kakao i History	Kakao i History	Kakao i History	Kakao i History	Kakao I Előzmény	Kakao I geçmişi	سجلّ Kakao I	काकाओ I इतिहास	Kakao i History	Kakao i History	Kakao i History	Kakao i History	Kakao i History	Kakao i History	Kakao i History	Kakao i History	Kakao i History	Kakao i History	Riwayat Kakao i	تاریخچه Kakao I	הסטוריית KakaoI
MMI-0809	웹 매뉴얼 > USB 음악	Online Manual	Manual en línea	Manuel en ligne	Manual online	Web手册	ウェブ・マニュアル	Online manual																																						
MMI-0810	N 모드 주행 안전 자동 꺼짐	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode	Driving Safety Auto Off in N mode
MMI-0811	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE	MY DRIVE MODE
MMI-0812	출력	Power Output	Potencia producida	Puissance produite	Potência produzida	功率输出	出力	Power output	Power output	Leistung	Puissance	Potenza	Potencia	Potência de saída	Putere debitată	Vermogen	Effekt	Effekt	Effekt	Moc	Výkon	Výkon	Мощность	Потужність	Zmogljivost	Snaga	Изходна мощност	Ισχύς	Ισχύς	Teljesítmény	Güç	الأداء	पावर आउटपुट	Power Output	Power Output	Power Output	Power Output	Power Output	Power Output	Power Output	Power Output	Power Output	Power Output	Output Daya	خروجی نیرو	תפוקת כוח
MMI-0813	가속 민감도	Acceleration Sensitivity	Sensibilidad al acelerador	Sensibilité de l'accélérateur	Sensibilidade ao acelerar	加速灵敏度	加速感度	Acceleration sensitivity	Acceleration sensitivity	Beschleunigungssensitivität	Réactivité de l'accélérateur	Sensibilità di accelerazione	Sensibilidad de la aceleración	Sensibilidade de aceleração	Sensibil. pedalei de accelerație	Versnellingsgevoeligheid	Accelerationssensitivitet	Accelerationskänslighet	Følsomhet akselerasjon	Czułość pedału przyspieszenia	Citlivost při zrychlování	Citlivosť pri zrýchľovaní	Чувствит-ть на ускорение	Чутливість на прискорення	Občutljivost pospeševanja	Osjetljivost na ubrzavanje	Чувствит. при подаване на газ	Ευαισθησία επιτάχυνσης	Ευαισθησία επιτάχυνσης	Gyorsulási érzékenység	Hızlanma hassasiyeti	سرعة استجابة دواسة الوقود	गति बढ़ाने की संवेदनशीलता	Acceleration Sensitivity	Acceleration Sensitivity	Acceleration Sensitivity	Acceleration Sensitivity	Acceleration Sensitivity	Acceleration Sensitivity	Acceleration Sensitivity	Acceleration Sensitivity	Acceleration Sensitivity	Acceleration Sensitivity	Sensitivitas Akselerasi	حساسیت افزایش سرعت	רגישות האצה
MMI-0814	모터	Electric Motor							Motor	Motor	Moteur	Motore	Motor	Motor	Motor	Motor	Motor	Motor	Motor	Silnik	Motor	Motor	Двигатель	Двигун	Motor	Motor	Двигател	Κινητήρας	Κινητήρας	Motor	Motor	المحرك	मोटर	Motor	Motor	Motor	Motor	Motor	Motor	Motor	Motor	Motor	Motor	Mesin	موتور	מנוע
MMI-0815	REV Matching	REV Matching	Rev Matching	Rev Matching	Rev Matching	转速匹配	Rev Matching	Rev Matching	Rev Matching	REV Anpass.	Régime interméd.	Adegua REV	Igualación rpm	Contr. de rotações	Rev Matching	RPM- afstemm.	REV Tilpasning	Varvt. anp.	Turtalls- regulering	Dopasuj RPM	Meziplyn	Medziplyn	Подга- зовка	Підгазу- вання	REV matching	Rev Matching	Rev Matching	Προσαρμ. RPM	Προσαρμ. RPM	RPM vezérlés	Devir uyumu	مطابقة REV	Rev मैचिंग	Rev Matching	Rev Matching	Rev Matching	Rev Matching	Rev Matching	Rev Matching	Rev Matching	Rev Matching	Rev Matching	Rev Matching	Pencocokan Rev	تطبیق REV	תאום סיבובים
MMI-0816	Exhaust Sound	Exhaust Sound	Sonido de escape	Son échapp.	Som do escapam.	排气音效	Exhaust Sound	Exhaust sound	Exhaust sound	Auspuff- klang	Son de l`échapp.	Suono marmitta	Sonido de escape	Som de escape	Exhaust Sound	Uitlaat- geluid	Udstød- ningslyd	Avgasljud	Eksoslyd	Dźwięk wydechu	Zvuk výfuku	Zvuk výfuku	Звук выхлопов	Звук вихлопів	Izpušni zvok	Exhaust Sound	Exhaust Sound	Ήχος εξάτμισης	Ήχος εξάτμισης	Kipufogó- hang	Egzoz sesi	صوت العادم	एग्ज़्हौस्ट ध्वनि	Exhaust Sound	Exhaust Sound	Exhaust Sound	Exhaust Sound	Exhaust Sound	Exhaust Sound	Exhaust Sound	Exhaust Sound	Exhaust Sound	Exhaust Sound	Suara Knalpot	صدای اگزوز	רעש מפלט
MMI-0817	DCT																																													
MMI-0818	구동 방식	Driveline	Tren motriz	Groupe motopropulseur	Trem motriz	Driveline	Driveline	Driveline	Driveline	Antrieb	Type de transmission	Trazione	Transmisión	Transmissão	Transmisie	Aandrijving	Drivaggregat	Drivlina	Drift	Napęd	Pohonný systém	Pohonný systém	Привод	Привод	Pogon	Pogon	Задвижване	Σύστημα μετάδοσης κίνησης	Σύστημα μετάδοσης κίνησης	Hajtás	Güç aktarımı	نقل الحركة	Driveline	Driveline	Driveline	Driveline	Driveline	Driveline	Driveline	Driveline	Driveline	Driveline	Driveline	Driveline	Driveline	Driveline
MMI-0819	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART	SMART
MMI-0820	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW	SNOW
MMI-0821	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO	RETRO
MMI-0822	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING	BABY CARING
MMI-0823	브레이크 모드	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake mode	Brake mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	وضع الفرامل	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode	Brake Mode
MMI-0824	TOW 모드	Tow Mode	Modo remolque	Mode remorque	Modo reboque	拖车模式	けん引モード	TOW mode	TOW mode	TOW-Modus	Mode TOW (remorque)	Modalità TOW	Modo TOW (remolque)	Modo TOW	Mod REMORCARE	TOW-modus	TOW-modus	TOW-läge	TOW-modus	Tryb TOW	Režim TOW	Režim prívesu	Режим TOW	Режим TOW	Način TOW	TOW režim rada	Реж. на теглене TOW	Λειτουργία TOW	Λειτουργία TOW	TOW mód	Römork modu	وضع القطر	टो मोड	TOW মোড	TOW मोड	టౌ మోడ్	TOW மோடு	TOW મોડ	TOW ಮೋಡ್	TOW ମୋଡ୍	TOW മോഡ്	TOW ਮੋਡ	拖車模式	Mode Derek	حالت یدک‌کش	מצב גרירה
MMI-0825	상세 설정	Advanced Settings	Ajustes avanzados	Réglages avancés	Configurações avançadas	高级设置	詳細設定	Advanced settings	Advanced settings	Erweiterte Einstellungen	Paramètres avancés	Impostazioni avanzate	Ajustes avanzados	Definições avançadas	Advanced Settings	Geavanceerde instellingen	Detaljerede indstillinger	Avancerade inställningar	Avanserte innstillinger	Ustawienia zaawansowane	Další nastavení	Rozšírené nastavenia	Расширенные настройки	Розширені налаштування	Napredne nastavitve	Advanced Settings	Advanced Settings	Προηγμένες ρυθμίσεις	Προηγμένες ρυθμίσεις	Speciális beállítások	Genişletilmiş ayarlar	الإعدادات المتقدمة	उन्नत सेटिंग्स	Advanced Settings	Advanced Settings	Advanced Settings	Advanced Settings	Advanced Settings	Advanced Settings	Advanced Settings	Advanced Settings	Advanced Settings	Advanced Settings	Setelan Lanjutan	تنظیمات پیشرفته	הגדרות מתקדמות
MMI-0826	Futuristic	Futuristic	Futurista	Futuriste	Futurístico	Futuristic	Futuristic	Futuristic	Futuristic	Futuristisch	Futuriste	Futuristico	Futurístico	Futurista	Futuristic	Futuristisch	Futurisk	Futuristiskt	Futuristisk	Futurystyczny	Futuristický	Futuristický	Футуристичный	Futuristic	Futuristic	Futuristic	Futuristic	Futuristic	Futuristic	Futurisztikus	Fütürist	مستقبلي	भविष्य	Futuristic	Futuristic	Futuristic	Futuristic	Futuristic	Futuristic	Futuristic	Futuristic	Futuristic	Futuristic	Futuristik	پیشرو	עתידני
MMI-0827	S-Engine	S-Engine	S-Engine	S-Engine	S-Engine	S -发动机	S-Engine	S-engine	S-engine	S-Motor	Moteur S	Motore S	Motor S	Motor S	S-Engine	S-motor	S-motor	S-motor	S-motor	Silnik typu S	S-Engine	S-motor	S-двигатель	S-Engine	S-Engine	S-Engine	S-Engine	S-Engine	S-Engine	S motor	S-Motor	صوت رياضي	S- इंजन	S-Engine	S-Engine	S-Engine	S-Engine	S-Engine	S-Engine	S-Engine	S-Engine	S-Engine	S-Engine	S-Engine	S-Engine	מנוע-S
MMI-0828	E-Motor	E-Motor	E-Motor	E-Motor	E-Motor	E- 电机	E-Motor	Electric motor	Electric motor																																					
MMI-0829	사용자 사운드	Custom Sound	Sonido personalizado	Son personnalisé	Som personalizado	自定义声音	カスタム サウンド	Custom sound	Custom sound	Individueller Sound	Son personnalisé	Rombo personalizzato	Sonido personalizado	Som personalizado	Custom Sound	Aangepast geluid	Individuel lyd	Individuellt ljud	Egendefinert lyd	Dźwięk indywidualny	Individuální zvuk	Individuálny zvuk	Индивидуальный звук	Custom Sound	Custom Sound	Custom Sound	Custom Sound	Custom Sound	Custom Sound	Egyéni hang	Bireysel ses	صوت مخصص	कस्टम ध्वनि	Custom Sound	Custom Sound	Custom Sound	Custom Sound	Custom Sound	Custom Sound	Custom Sound	Custom Sound	Custom Sound	Custom Sound	Suara Kustom	صدای سفارشی	צליל מותאם
MMI-0830	마스터 음량	Master Volume	Volumen principal	Volume principal	Volume master	主音量	マスター音量	Master volume	Master volume	Lautstärke	Volume	Master Volume	Volumen maestro	Volume de som	Master Volume	Master Volume	Lydstyrke	Master Volume	Volum	Głośność	Základní hlasitost	Hlasitosť	Громкость	Master Volume	Master Volume	Master Volume	Master Volume	Master Volume	Master Volume	Hangerő	Ses düzeyi	مستوى الصوت	मास्टर वॉल्यूम	Master Volume	Master Volume	Master Volume	Master Volume	Master Volume	Master Volume	Master Volume	Master Volume	Master Volume	Master Volume	Volume Master	میزان صدای اصلی	עוצמה ראשית
MMI-0831	가속페달 사운드 반응	Accelerator Pedal Response	Resp. al acelerador	Réponse pédale accél.	Resp. acelerador	加速踏板响应	アクセルペダルの反応	Acceleration response	Acceleration response																																					
MMI-0832	음원 선택	Select EV Sound Style	Estilo de sonido EV	Style sonore EV	Estilo de som EV	选择电动汽车声音风格	EVサウンドスタイルを選択	Select EV sound	Select EV sound																																					
