ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	PER	HEB	Ins	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi
MMI-0885	위치 공유 메시지 수정	Edit Location Sharing Message	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>									
MMI-0886	휴게소	Rest Areas	Área des.	Aire rep.	Áreas/desc				Rest areas		Aire de repos																					منطقة إستراحة													
MMI-0887	설정	설정	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	設定	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)		N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)						N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)		N/A (Korea Only)											
MMI-0888	일반 도로	Surface Road	Vías de superficie		Pista pavimentada																																								
MMI-0889	스마트 테일게이트	Smart Tailgate	Puerta trasera de elevación inteligente	Hayon intelligent	Porta traseira inteligente	智能尾门	スマートテールゲート	Smart Tailgate	Smart tailgate	Smart Key Heckklappe	Hayon intelligent	Apertura automatica portellone	Portón trasero inteligente	Porta traseira inteligente		Smart achterklep	Smart bagklap	Smart öppning av bakluckan	Smart bakluke	Int. tylna klapa	Intel. páté dveře	Inteligentné piate dvere	Автом. откр. бaгaжн.						Älykäs takaluukku	Okos csomagtérajtó	Akıllı Bagaj Kapağı	باب الصندوق الذكي	درب صندوق عقب هوشمند	דלת אחורית חכמה		स्मार्ट टेलगेट									
MMI-0890	Connected Services	Connected Services	Connected Services	Connected Services	Connected Services	Connected Services		Connected Services	Connected Services	Connected Services	Connected Services	Connected Services	Connected Services	Connected Services		Connected Services	Connected Services	Connected Services	Connected Services	Connected Services	Connected Services	Connected Services	Connected Services						Connected Services	Connected Services	Connected Services	Connected Services	Connected Services	Connected Services		Connected Services									
MMI-0891	Genesis Connected Services 계정 연동	Link Genesis Connected Services Account	Asociar cuenta de Genesis Connected Services	Associer compte Genesis Connected Services	Vincular conta Genesis Connected Services	连接 Genesis Connected Services 帐户	Genesis Connected Servicesアカウント連動	Connect Genesis Connected Services account	Connect Genesis Connected Services account	<N/A>	Associer compte Genesis Connected Services	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	اتصال حساب Genesis Connected Services	<N/A>	<N/A>		<N/A>									
MMI-0892	영상 색상	Adjust Color	Ajustar color	Ajuster couleur	Ajustar cor	画面调节	色合い	Adjust	Adjust	Anpassen	Ajuster	Adatta	Ajustar	Ajustar		Aanpassen	Juster	Anpassa	Juster	Regulacja	Upravit	Prispôsobiť	Установить						Säätäminen	Beállítás	Ayarla	ضبط اللون	تنظیم رنگ	כוונן		रंग समायोजित करें									
MMI-0893	영상 비율	Display Ratio	Relación de aspecto	Ratio d'aspect	Proporção de imagem	画面比例	表示比率	Ratio	Ratio	Seitenverhältnis	Format	Rapporto	Ratio (Formato)	Proporção		Verhouding	Billedformat	Bildformat	Format	Format obrazu	Formát obrázku	Formát obrazu	Формат изображения						Kuvasuhde	Képarány	Ekran formatı	نسبة العرض	نسبت صفحه نمایش	יחס		प्रदर्शन अनुपात									
MMI-0894	SXM 채널 스캔	Scan SXM Channels	Buscar canales SXM	Balayer canaux	<N/A>	<N/A>	N/A	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>									
MMI-0895	주행 안전 우선	Driving Safety Priority	Prioridad de seguridad de conducción	Priorité à la sécurité de conduite	Prioridade de segurança da condução	驾驶安全优先级	走行安全優先	Driving safety priority	Driving safety priority	Priorität für Fahrsicherheit	Priorité à la sécurité de conduite	Priorità sicurezza di guida	Prioridad de seguridad de estacionamiento	Prioridade de segurança de condução		Veiligheidsprioriteit bij rijden	Parkeringssikkerhedsprioritering	Prioritet för körsäkerhet	Prioritet for kjøresikkerhet	Priorytet bezpieczeństwa jazdy	Priorita bezpečné jízdy	Priorita bezpečnosti pri jazde	Приоритет безопасности при вождении						Ajoturvallisuus ensisijaisena	Vezetési biztonság prioritása	Sürüş güvenliği önceliği	الأولوية للسلامة عند القيادة	اولویت با ایمنی رانندگی	תעדוף בטיחות נהיגה		ड्राइविंग सुरक्षा प्राथमिकता									
MMI-0896	웰컴 메시지 사용	Use Welcome Message Guidance	N/A(CH PIO only)	N/A(CH PIO only)	N/A(CH PIO only)	使用欢迎消息指南	N/A	N/A(CH PIO only)	Use welcome message guidance	N/A(CH PIO only)	N/A(CH PIO only)	N/A(CH PIO only)	N/A(CH PIO only)	N/A(CH PIO only)		N/A(CH PIO only)	N/A(CH PIO only)	N/A(CH PIO only)	N/A(CH PIO only)	N/A(CH PIO only)	N/A(CH PIO only)	N/A(CH PIO only)	N/A(CH PIO only)						N/A(CH PIO only)	N/A(CH PIO only)	N/A(CH PIO only)	N/A(CH PIO only)	N/A(CH PIO only)	N/A(CH PIO only)		N/A(CH PIO only)									
MMI-0897	가상 엔진 사운드	Virtual Engine Sound System	Sistema de sonido del motor virtual	Système audio du moteur virtuel	Sistema de Som Virtual Engine	虚拟发动机音响系统	仮想エンジンサウンド	Virtual engine sound system	Virtual engine sound system	Virtuelles Soundsystem	Système audio du moteur virtuel	Sistema suono motore virtuale	Sistema de sonido virtual de motor	Sistema de som do motor virtual		Virtueel motorgeluidssysteem	Virtuel Engine Sound System	Ljudsystem för virtuell motor	Virtuell motorlydsystem	System Virtual Engine Sound	Systém virtuálních zvuků motoru	Zvukový systém virtuálneho motora	Звуковая система виртуального двигателя						Virtuaalisen moottoriäänijärjestelmän äänenvoimakkuus	Virtuálismotorhang-rendszer	Sanal Motor Sesi Sistemi	نظام صوت المحرك الافتراضي	سیستم صوتی موتور مجازی	מערכת צליל המנוע הווירטואלי		वर्चुअल इंजन ध्वनि सिस्टम									
MMI-0898	내 차 위치 공유	Location Sharing	Ubicación compartida	Partage d'emplacement	N/A(KO/NA/CH Only)	位置分享	マイカー位置共有	Location sharing	Location sharing	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)		N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)						N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)		स्थान साझाकरण									
MMI-0899	원격 파워 도어 열림	Remote Power Doors & Tailgate	Puertas y portón asistidos remotos	Portes et hayon électrique à distance	Portas elétricas e porta-malas remotos	遥控开启电动门及尾门		Remote power doors & tailgate	Remote power doors & tailgate	Remote Servo-Türen & Kofferraum	Commande à distance portes & hayon	Porte elettriche e portellone remoti	Control remoto de puertas y maletero	Controlo remoto das portas assistidas e da porta da bagageira		Remote servo-deuren & achterklep	Remote servodøre & bagklap	Fjärröppning av servodörrar och baklucka	Fjernstyring av dører og bakluke med servo	Zdalne wspomaganie otwierania drzwi i bagażnika	Dálkové otevírání el. dveří a kufru	Dvere s diaľkovým ovládaním a zadná kapota	Дист. управление дверью/багажником						Etäavattavat ovet ja takaluukku	Önműködő ajtók/csomagtartó távműködtetés	Hidrolik kapı & bagaj kapağı uzaktan kumandası	الأبواب الآلية التي يتم التحكم بها عند بُعد	(To be translated)	(To be translated)		सभी पावर दरवाज़े खुले हैं									
MMI-0900	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services		Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services		Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services			Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services	Genesis Connected Services									
MMI-0901	DIGITAL	DIGITAL	DIGITAL	DIGITAL	DIGITAL	DIGITAL		DIGITAL	DIGITAL	DIGITAL	DIGITAL	DIGITAL	DIGITAL	DIGITAL		DIGITAL	DIGITAL	DIGITAL	DIGITAL	DIGITAL	DIGITAL	DIGITAL	DIGITAL						DIGITAL	DIGITAL	DIGITAL	DIGITAL		DIGITAL											
MMI-0902	제네시스 커넥티드 서비스	제네시스 커넥티드 서비스	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)		N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)		N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)						N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)		N/A (Korea Only)											
MMI-0903	커넥티드 설정	Connected Settings	Ajustes de Connected	Réglages Connected	Configurações Connected	Connected 设置	コネクテッド設定	Connected settings	Connected settings	Verbundene Einstellungen	Paramètres reliés	Impostazioni connesse	Configuración conectada	Definições Connected		Verbonden instellingen	Tilknyttede indstillinger	Anslutna inställningar	Tilkoblingsinnstillinger	Ustawienia połączenia	Připojená nastavení	Nastavenia pre pripojené	Настройки подключения	(To be translated)	(To be translated)			(To be translated)	Yhdistetyt asetukset	Kapcsolódó beállítások	Bağlı Ayarlar	N/A	N/A	(To be translated)	Setelan Terhubung	Connected सेटिंग्स									
MMI-0904	엔진 사운드	Engine Sound	Sonido de motor	Son du moteur	Som do motor	发动机声音	エンジンサウンド	Engine Sound	Engine Sound	Motorengeräusch	Bruit du moteur	Suono motore	Sonido del motor	Som do motor		Motorgeluid	Motorlyd	Motorljud	Motorlyd	Engine Sound	Zvuk motoru	Zvuk motora	Звук двигателя						Moottorin ääni	Motorhang	Motor Sesi	صوت المحرك	صدای موتور	צליל מנוע		इंजन ध्वनि									
MMI-0905	주행 소음 저감	Active Noise Control	Control activo del ruido	Contrôle actif du bruit	Controle ativo de ruídos	激活噪声控制	走行ノイズ低減	Active noise control	Active noise control	Aktive Geräuschunterdrückung	Commande de bruit active	Controllo attivo del rumore	Control del ruido activo	Controlo de ruído ativo		Actieve geluidscontrole	Aktiv støjbegrænsning	Aktiv bruskontroll	Aktiv støykontroll	Aktywna kontrola poziomu zakłóceń	Aktivní ovládání šumu	Aktívna regulácia hluku	Активный контроль шума						Aktiivinen kohinan säätö	Aktív zajszabályozás	Aktif gürültü kontrolü	التحكم النشط بالصوت	کنترل سر و صدا فعال	בקרת רעש פעילה		सक्रिय शोर नियंत्रण									
MMI-0906	액티브 사운드 디자인	Active Sound Design	Active Sound Design	Active Sound Design	Active Sound Design	有源声音设计	アクティブサウンドデザイン	Active sound design	Active sound design	Motorklang	Bruit du moteur	Rombo motore attivo	Sonido de motor	Som do motor		Active sound design	Motorlyd	Motorljud	Aktiv lyddesign	Dźwięk silnika	Aktivní zvuk motoru	Zvuk motora	Активная схема звука						Moottoriäänet	Motorhang	Motor sesi	تصميم الصوت النشط	طرح صدای فعال	הדמיית צליל פעילה (ASD)		सक्रिय ध्वनि डिज़ाइन									
MMI-0907	바로 안내 시작	Start Guidance	Iniciar guía	Débuter guidance	Iniciar o guia			Start Guidance	Start Guidance		Lancer navigation																					تشغيل الدليل	شروع راهنما												
MMI-0908	라이브	Live	En vivo	En direct	Ao vivo	现场	ライブ	Live	Live	Live	Live	Live	En vivo	Ao vivo		Live	Live	Live	Live	Koncert	Jako na živo	Live	Живой звук						Live	Élő	Live	مباشر	زنده	חי		लाइव									
MMI-0909									Route Variants																																				
MMI-0910									Add Waypoint																																				
MMI-0911	경로 편집	Edit Route	Editar ruta	Modifier trajet	Editar rota	路径编辑	N/A	Edit route	Edit route	N/A(KO/NA/CH/AU/BR Only)		N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)		N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)						N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)		N/A(KO/NA/CH/AU/BR Only)	N/A(KO/NA/CH/AU/BR Only)		रूट संपादित करें									
MMI-0912									Save to Address Book																																				
MMI-0913	목적지 변경	Change Destination	Cambiar destino	Changer destination	Alterar destino				Change Destination		Changer destinat.																					تغيير الوجهة	تغییر مقصد												
MMI-0914	음성 옵션	Voice Options	Opciones de voz	Options vocales	Opções de voz	语音选项	N/A	Voice options	Voice options	Sprachoptionen	Options voix	Opzioni vocali	Opciones de voz	Opções de voz		Spraakopties	Stemmefunktioner	Röstalternativ	Talealternativer	Opcje głosowe	Možnosti hlasu	Možnosti hlasu	Параметры голоса						Äänivalinnat	Hangopciók	Ses seçenekleri	خيارات الصوت	گزینه‌های صوتی	אפשרויות קוליות		वॉइस विकल्प									
MMI-0915	호출어 사용	Use Voice Wake-Up	Utilizar activación de voz	Utiliser le réveil vocal	Use o recurso despertador	使用语音唤醒	N/A	Use voice wake-up	Use voice wake-up	Sprachaktivierung verwenden	Activation voix	Utilizza la sveglia vocale	Usar activación por voz	Utilizar a função de ativação por voz		Spraakactivering gebruiken	Brug stemmevækning	Använd röstaktivering	Bruk taleoppvåkning	Wybudzanie głosowe	Použít funkci probuzení hlasem	Použiť budenie hlasom	Использовать включение голосом						Käytä ääniherätystä	Hangos felébresztés használata	Sesli uyandırmayı kullan	استخدم التنبيه الصوتي	استفاده از بیدارباش صوتی	השתמש בעירור קולי		वॉइस से सक्रिय सुविधा इस्तेमाल करें									
MMI-0916	목적지 공유	Share Destination	Compartir destino	Partager destination	N/A(KO/NA/CH Only)	分享目的地	目的地共有	Share destination	Share Destination	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)		N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)						N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)	N/A(KO/NA/CH Only)		गंतव्य स्थान साझा करें									
MMI-0917	위치 공유하기	Share	N/A(KO/CH Only)	N/A(KO/CH Only)	N/A(KO/CH Only)	共享		Share	Share	N/A(KO/CH Only)	N/A(KO/CH Only)	N/A(KO/CH Only)	N/A(KO/CH Only)	N/A(KO/CH Only)		N/A(KO/CH Only)	N/A(KO/CH Only)	N/A(KO/CH Only)	N/A(KO/CH Only)	N/A(KO/CH Only)	N/A(KO/CH Only)	N/A(KO/CH Only)	N/A(KO/CH Only)						N/A(KO/CH Only)	N/A(KO/CH Only)	N/A(KO/CH Only)	N/A(KO/CH Only)	N/A(KO/CH Only)	N/A(KO/CH Only)		साझा करें									
MMI-0918	Air Purifier	Air Purifier	Air Purifier	Air Purifier	Air Purifier	Air Purifier			Air Purifier	Air Purifier	Air Purifier	Air Purifier	Air Purifier	Air Purifier		Air Purifier	Air Purifier	Air Purifier	Air Purifier	Air Purifier	Air Purifier	Air Purifier	Air Purifier						Air Purifier	Air Purifier	Air Purifier	Air Purifier		Air Purifier											
MMI-0919	알카미스 사운드 무드	Arkamys Sound Mood	N/A (India Only)	N/A (India Only)	N/A (India Only)	N/A (India Only)	アルカミスサウンドムード	Arkamys sound mood	Arkamys sound mood	N/A (India Only)	N/A (India Only)	N/A (India Only)	N/A (India Only)	N/A (India Only)		N/A (India Only)	N/A (India Only)	N/A (India Only)	N/A (India Only)	N/A (India Only)	N/A (India Only)	N/A (India Only)	N/A (India Only)						N/A (India Only)	N/A (India Only)	N/A (India Only)	N/A (India Only)	حالت صدای Arkamys	N/A (India Only)		Arkamys ध्वनि मोड									
